"path","kind","component","proposed_dest","reason","path_style","ambiguous","reads","writes","includes_images","functions_defined","git_status","size_bytes","moved_phase2"
"Exploring CV/tunep2_08_r50.rds","result","cv","results/cv/basic_dgp/tunep2_08_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",19180,TRUE
"Exploring CV/tunep2_09_r5.rds","result","cv","archive/exploring_cv/tunep2_09_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2197,TRUE
"Exploring CV/tunep2_09_r50 6.04.24 pm.rds","result","cv","archive/exploring_cv/tunep2_09_r50_6_04_24_pm.rds","family tunep2_09_r50 6.04.24 pm.rds: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",15876,TRUE
"Exploring CV/tunep2_09_r50.rds","result","cv","results/cv/basic_dgp/tunep2_09_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",15876,TRUE
"Exploring CV/tunep2_10_r5.rds","result","cv","archive/exploring_cv/tunep2_10_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2679,TRUE
"Exploring CV/tunep2_10_r50 6.04.24 pm.rds","result","cv","archive/exploring_cv/tunep2_10_r50_6_04_24_pm.rds","family tunep2_10_r50 6.04.24 pm.rds: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",19691,TRUE
"Exploring CV/tunep2_10_r50.rds","result","cv","results/cv/basic_dgp/tunep2_10_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",19691,TRUE
"Exploring CV/tunep2_11_r5.rds","result","cv","archive/exploring_cv/tunep2_11_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2574,TRUE
"Exploring CV/tunep2_11_r50 6.04.24 pm.rds","result","cv","archive/exploring_cv/tunep2_11_r50_6_04_24_pm.rds","family tunep2_11_r50 6.04.24 pm.rds: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",18738,TRUE
"Exploring CV/tunep2_11_r50.rds","result","cv","results/cv/basic_dgp/tunep2_11_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",18738,TRUE
"Exploring CV/tunep2_12_r5.rds","result","cv","archive/exploring_cv/tunep2_12_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2242,TRUE
"Exploring CV/tunep2_12_r50 6.04.24 pm.rds","result","cv","archive/exploring_cv/tunep2_12_r50_6_04_24_pm.rds","family tunep2_12_r50 6.04.24 pm.rds: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",16158,TRUE
"Exploring CV/tunep2_12_r50.rds","result","cv","results/cv/basic_dgp/tunep2_12_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",16158,TRUE
"Exploring CV/tunep2_13_r5.rds","result","cv","archive/exploring_cv/tunep2_13_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2505,TRUE
"Exploring CV/tunep2_13_r50 6.04.24 pm.rds","result","cv","archive/exploring_cv/tunep2_13_r50_6_04_24_pm.rds","family tunep2_13_r50 6.04.24 pm.rds: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",18189,TRUE
"Exploring CV/tunep2_13_r50.rds","result","cv","results/cv/basic_dgp/tunep2_13_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",18189,TRUE
"Exploring CV/tunep2_14_r5.rds","result","cv","archive/exploring_cv/tunep2_14_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2362,TRUE
"Exploring CV/tunep2_14_r50 6.04.24 pm.rds","result","cv","archive/exploring_cv/tunep2_14_r50_6_04_24_pm.rds","family tunep2_14_r50 6.04.24 pm.rds: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",16954,TRUE
"Exploring CV/tunep2_14_r50.rds","result","cv","results/cv/basic_dgp/tunep2_14_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",16954,TRUE
"Exploring CV/tunep2_15_r5.rds","result","cv","archive/exploring_cv/tunep2_15_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2156,TRUE
"Exploring CV/tunep2_15_r50 6.04.24 pm.rds","result","cv","archive/exploring_cv/tunep2_15_r50_6_04_24_pm.rds","family tunep2_15_r50 6.04.24 pm.rds: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",15138,TRUE
"Exploring CV/tunep2_15_r50.rds","result","cv","results/cv/basic_dgp/tunep2_15_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",15138,TRUE
"Exploring CV/tunep2_16_r5.rds","result","cv","archive/exploring_cv/tunep2_16_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2565,TRUE
"Exploring CV/tunep2_16_r50 6.04.24 pm.rds","result","cv","archive/exploring_cv/tunep2_16_r50_6_04_24_pm.rds","family tunep2_16_r50 6.04.24 pm.rds: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",18625,TRUE
"Exploring CV/tunep2_16_r50.rds","result","cv","results/cv/basic_dgp/tunep2_16_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",18625,TRUE
"Exploring CV/tunep2_17_r5.rds","result","cv","archive/exploring_cv/tunep2_17_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2445,TRUE
"Exploring CV/tunep2_17_r50 6.04.24 pm.rds","result","cv","archive/exploring_cv/tunep2_17_r50_6_04_24_pm.rds","family tunep2_17_r50 6.04.24 pm.rds: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",17779,TRUE
"Exploring CV/tunep2_17_r50.rds","result","cv","results/cv/basic_dgp/tunep2_17_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",17779,TRUE
"Exploring CV/tunep2_18_r5.rds","result","cv","archive/exploring_cv/tunep2_18_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2141,TRUE
"Exploring CV/tunep2_18_r50 6.04.24 pm.rds","result","cv","archive/exploring_cv/tunep2_18_r50_6_04_24_pm.rds","family tunep2_18_r50 6.04.24 pm.rds: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",15366,TRUE
"Exploring CV/tunep2_18_r50.rds","result","cv","results/cv/basic_dgp/tunep2_18_r50.rds","family tunep2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",15366,TRUE
"Exploring CV/tunep2_grid_r5.png","output","cv","output/cv/basic_dgp/figures/tunep2_grid_r5.png","written by the family's run block (png() in balnet_mini_experiment*.R / Extension_CV run script); included by cv_summary.Rmd","none",FALSE,"","","","","tracked, clean",280472,TRUE
"Exploring CV/tunep2_grid_r50.png","output","cv","output/cv/basic_dgp/figures/tunep2_grid_r50.png","written by the family's run block (png() in balnet_mini_experiment*.R / Extension_CV run script); included by cv_summary.Rmd","none",FALSE,"","","","","tracked, clean",277503,TRUE
"Extension_CV/cv_summary.qmd","analysis","cv","archive/extension_cv/cv_summary.qmd","path-refactored fork of Exploring CV/cv_summary.qmd (250 vs 391 lines, older sections, embeds a cv_picks rebuild chunk); reads results/summary/*.csv and figures/fig_*.png which do not exist in Extension_CV. Ask: which cv_summary.qmd is canonical?","relative",TRUE,"cv_summary.csv; cv_family_counts.csv; cv_vs_lasso_floor.csv; list.files(res_dir, ""^(tune4|snr_good|ov_s1|ov_1k)_…); readRDS(f)…)","cv_picks_noise.csv; cv_picks_overlap.csv","figures/fig_density_sy5.png; figures/fig_density_fixed_sigma5.png; figures/fig_snr_lasso.png; figures/fig_axes_noise_overlap.png; figures/fig_density_sy100.png; figures/fig_density_fixed_sparse.png; figures/fig_density_fixed_sigma1.png; figures/fig_snr_lasso_all.png","pick_cell; fmt","untracked",11823,TRUE
"Extension_CV/figures/tune_grid_r500.png","output","cv","output/cv/basic_dgp/figures/tune_grid_r500.png","figure from the rerun; no same-named file in Exploring CV","none",FALSE,"","","","","untracked",32782,TRUE
"Extension_CV/R/dgp_cv.R","function","cv","R/dgp_cv.R","gen_data (identical to the copies in the 4 balnet_mini_experiment files) and run_par (parLapply helper needing a global cl)","none",FALSE,"","","","gen_data; run_par","untracked",2335,TRUE
"Extension_CV/results/runs/tune01_r500.rds","result","cv","results/cv/basic_dgp/tune01_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",415231,TRUE
"Extension_CV/results/runs/tune02_r500.rds","result","cv","results/cv/basic_dgp/tune02_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",268183,TRUE
"Extension_CV/results/runs/tune03_r500.rds","result","cv","results/cv/basic_dgp/tune03_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",198486,TRUE
"Extension_CV/results/runs/tune04_r500.rds","result","cv","results/cv/basic_dgp/tune04_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",399873,TRUE
"Extension_CV/results/runs/tune05_r500.rds","result","cv","results/cv/basic_dgp/tune05_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",267857,TRUE
"Extension_CV/results/runs/tune06_r500.rds","result","cv","results/cv/basic_dgp/tune06_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",187962,TRUE
"Extension_CV/results/runs/tune07_r500.rds","result","cv","results/cv/basic_dgp/tune07_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",419630,TRUE
"Extension_CV/results/runs/tune08_r500.rds","result","cv","results/cv/basic_dgp/tune08_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",279270,TRUE
"Extension_CV/results/runs/tune09_r500.rds","result","cv","results/cv/basic_dgp/tune09_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",192709,TRUE
"Extension_CV/results/runs/tune10_r500.rds","result","cv","results/cv/basic_dgp/tune10_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",419943,TRUE
"Extension_CV/results/runs/tune11_r500.rds","result","cv","results/cv/basic_dgp/tune11_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",279182,TRUE
"Extension_CV/results/runs/tune12_r500.rds","result","cv","results/cv/basic_dgp/tune12_r500.rds","rerun of tune01-12 by the refactored script; byte-differs from Exploring CV/tuneXX_r500.rds (same names). Ask: verify all.equal, then archive or keep as reproduction check?","none",TRUE,"","","","","untracked",175154,TRUE
"Extension_CV/scripts/analyse_path_end_slope.R","analysis","cv","analysis/cv/basic_dgp/analyse_path_end_slope.R","console-only; end_slope identical to the block in balnet_mini_experiment WINDOWS.R","setwd",FALSE,"list.files(res_dir, ""^(tune4|tunen2)_\\d+_r\\d+\\.r…); readRDS(f)…)","","","end_slope","untracked",1623,TRUE
"Extension_CV/scripts/cv_smoke_test.R","test","cv","tests/cv_smoke_test.R","machine smoke test of gen_data/run_par/selectors; writes to tempfile only","setwd",FALSE,"R/dgp_cv.R","smoke%02d_r%d.rds","","one_rep","untracked",3479,TRUE
"Extension_CV/scripts/plot_rmse_grids_for_qmd.R","analysis","cv","archive/extension_cv/scripts/plot_rmse_grids_for_qmd.R","refactor of Exploring CV/plot_grids.R minus its two newest functions (path_png, penalty_picks_csv) and figures; Exploring CV/plot_grids.R is the superset. Ask: confirm keeper","setwd",TRUE,"list.files(res_dir, sprintf(""^%s_?\\d+_r%d\\.rds$"",…); readRDS(f)…); list.files(fig_dir, ""^fig_"", full.names = TRUE)…); list.files(res_dir, ""^(tune4|snr_good|snr_mb)_\\d+_…); list.files(res_dir, sprintf(""^%s_?\\d+_r\\d+\\.rds$…)","fig_snr_lasso.png; fig_axes_noise_overlap.png; png(file.path(fig_dir, out), width = 480 * n…); dev.off()…)","","panel_rmse; grid_png; axis_panels","untracked",12479,TRUE
"Extension_CV/scripts/run_alpha_sweep_bad_overlap__alpha_bad.R","run","cv","runs/cv/basic_dgp/run_alpha_sweep_bad_overlap__alpha_bad.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^alpha_bad_\\d+_r%d\\.…); readRDS(f)…)","alpha_sweep_bad_r%d.png; saveRDS(list(cell = g, lam = lam, sigmas = sigma…); dev.off()…)","","gen_cell; one_rep; r2; rmse","untracked",4745,TRUE
"Extension_CV/scripts/run_alpha_x_overlap_x_density_50reps__tunea.R","run","cv","runs/cv/basic_dgp/run_alpha_x_overlap_x_density_50reps__tunea.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^tunea_\\d+_r%d\\.rds$…); readRDS(f)…)","alpha_grid_ridge_to_lasso_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","gen_cell; one_rep; title_of; rmse","untracked",4133,TRUE
"Extension_CV/scripts/run_bad_overlap_noise10_1000reps__tune4_19.R","run","cv","runs/cv/basic_dgp/run_bad_overlap_noise10_1000reps__tune4_19.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R","saveRDS(list(cell = g, lam = lam, res = run_par(…)","","gen_cell; one_rep","untracked",2633,TRUE
"Extension_CV/scripts/run_confounder_spread_x_penalty__spread.R","run","cv","runs/cv/basic_dgp/run_confounder_spread_x_penalty__spread.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^spread_\\d+_r%d\\.rds…); readRDS(f)…)","spread_by_penalty_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","gen_cell; one_rep; rmse","untracked",4851,TRUE
"Extension_CV/scripts/run_high_p_x_alpha_x_overlap__dimhi.R","run","cv","runs/cv/basic_dgp/run_high_p_x_alpha_x_overlap__dimhi.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^dimhi_\\d+_r%d\\.rds$…); readRDS(f)…)","dimhi_by_alpha_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","gen_cell; one_rep; rmse","untracked",4235,TRUE
"Extension_CV/scripts/run_n_x_overlap_enet__n_enet.R","run","cv","runs/cv/basic_dgp/run_n_x_overlap_enet__n_enet.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^n_enet_\\d+_r%d\\.rds…)","n_by_overlap_enet_r%d.png; saveRDS(list(cell = g, lam = lam, sigmas = sigma…); dev.off()…)","","gen_cell; one_rep; r2; rmse","untracked",5327,TRUE
"Extension_CV/scripts/run_noise_axis_moderate_bad__snr_mb.R","run","cv","runs/cv/basic_dgp/run_noise_axis_moderate_bad__snr_mb.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R","saveRDS(list(cell = g, lam = lam, res = run_par(…)","","gen_cell; one_rep","untracked",2652,TRUE
"Extension_CV/scripts/run_noise_x_overlap_density_diluted__tune.R","run","cv","runs/cv/basic_dgp/run_noise_x_overlap_density_diluted__tune.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^tune\\d+_r%d\\.rds$"",…); readRDS(f)…)","tune_grid_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","one_rep; title_of; rmse","untracked",3691,TRUE
"Extension_CV/scripts/run_noise_x_overlap_density_fixed__tune2.R","run","cv","runs/cv/basic_dgp/run_noise_x_overlap_density_fixed__tune2.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^tune2_\\d+_r%d\\.rds$…); readRDS(f)…)","tune2_grid_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","gen_cell; one_rep; title_of; rmse","untracked",4124,TRUE
"Extension_CV/scripts/run_noise_x_overlap_enet__snr_enet.R","run","cv","runs/cv/basic_dgp/run_noise_x_overlap_enet__snr_enet.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^snr_enet_\\d+_r%d\\.r…); readRDS(f)…)","snr_by_overlap_enet_r%d.png; ladder_enet_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","gen_cell; one_rep; r2; title_of; rmse","untracked",5741,TRUE
"Extension_CV/scripts/run_noise_x_overlap_lasso__tune4.R","run","cv","runs/cv/basic_dgp/run_noise_x_overlap_lasso__tune4.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^tune4_\\d+_r%d\\.rds$…); readRDS(f)…)","SNR_by_overlap_lasso_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","gen_cell; one_rep; title_of; rmse","untracked",4454,TRUE
"Extension_CV/scripts/run_overlap_axis__ov_s1.R","run","cv","runs/cv/basic_dgp/run_overlap_axis__ov_s1.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R","saveRDS(list(cell = g, lam = lam, res = run_par(…)","","gen_cell; one_rep","untracked",2754,TRUE
"Extension_CV/scripts/run_overlap_axis_1000reps__ov_1k.R","run","cv","runs/cv/basic_dgp/run_overlap_axis_1000reps__ov_1k.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R","saveRDS(list(cell = g, lam = lam, res = run_par(…)","","gen_cell; one_rep","untracked",2795,TRUE
"Extension_CV/scripts/run_overlap_axis_maxit1e5__ov_s1_m5.R","run","cv","runs/cv/basic_dgp/run_overlap_axis_maxit1e5__ov_s1_m5.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R","saveRDS(list(cell = g, lam = lam, res = run_par(…)","","gen_cell; one_rep","untracked",2789,TRUE
"Extension_CV/scripts/run_p_x_alpha_x_overlap__dima.R","run","cv","runs/cv/basic_dgp/run_p_x_alpha_x_overlap__dima.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^dima_\\d+_r%d\\.rds$""…); readRDS(f)…)","dim_by_alpha_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","gen_cell; one_rep; rmse","untracked",4229,TRUE
"Extension_CV/scripts/run_p_x_overlap_x_density__tunep2.R","run","cv","runs/cv/basic_dgp/run_p_x_overlap_x_density__tunep2.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^tunep2_\\d+_r%d\\.rds…); readRDS(f)…)","tunep2_grid_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","gen_cell; one_rep; title_of; rmse","untracked",3942,TRUE
"Extension_CV/scripts/run_ridge_enet_lowered_floor__tunea4.R","run","cv","runs/cv/basic_dgp/run_ridge_enet_lowered_floor__tunea4.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^tunea4_\\d+_r%d\\.rds…); readRDS(f)…)","alpha_overlap_floor_grid_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","gen_cell; one_rep; title_of; rmse","untracked",4890,TRUE
"Extension_CV/scripts/run_ridge_enet_x_overlap_x_density__tunea3.R","run","cv","runs/cv/basic_dgp/run_ridge_enet_x_overlap_x_density__tunea3.R","one family per script, split out of balnet_mini_experiment*.R (line refs in header); setwd(root) with hard-coded Windows/Mac roots; sources R/dgp_cv.R; writes results/runs/<family>_<ii>_r<n>.rds and figures/*.png","setwd",FALSE,"R/dgp_cv.R; list.files(res_dir, sprintf(""^tunea3_\\d+_r%d\\.rds…); readRDS(f)…)","alpha_overlap_grid_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","gen_cell; one_rep; title_of; rmse","untracked",4289,TRUE
"Extension_CV/scripts/summarise_runs_to_csv.R","analysis","cv","archive/extension_cv/scripts/summarise_runs_to_csv.R","refactor of Exploring CV/prep_cv_summary.R minus its lam_bloss/RMSE table additions; prep_cv_summary.R is the superset. Ask: confirm keeper","setwd",TRUE,"list.files(res_dir, ""_r\\d+\\.rds$"")…); readRDS(f)…); list.files(res_dir, ""_r\\d+\\.rds$"", full.names = T…)","cv_summary.csv; cv_family_counts.csv; cv_vs_lasso_floor.csv","","summarise_file; vs_floor","untracked",6676,TRUE
"Masters_Thesis.Rproj","note","shared","Masters_Thesis.Rproj","RStudio project marker; defines the repo root; stays","none",FALSE,"","","","","tracked, clean",218,FALSE
"R/dgp.R","function","shared","R/dgp.R","dgp1 (legacy) + dgp2; target merges dgp_wc, dgp_wc_overlap, gen_data into this file","none",FALSE,"","","","dgp1; dgp2","tracked, clean",6878,FALSE
"R/estimators.R","function","ipw","R/estimators_ipw.R","ate_ht/ate_hajek/ate_bal, diagnostics, estimate_all (balnet vs glmnet ATE); target name estimators_ipw.R","none",FALSE,"","","","ate_ht; ate_hajek; ate_bal; max_smd; cv_loss; estimate_all","tracked, clean",5248,TRUE
"R/registry.R","function","ipw","R/registry.R","register_run/run_batch ledger helpers; writes registry.csv (side effect by design); not listed in target R/ layout. Ask: keep as R/registry.R?","relative",TRUE,"read.csv(path, colClasses = ""character"")…)","write.csv(rbind(reg, as.data.frame(entry[registry_…)","","empty_registry; register_run; run_batch","tracked, clean",1603,FALSE
